word	code	tags	ToRCH-freq
单糖	ujoy	➆/ⓦ/ⓣ	1
单纯	ujxg	★/➆/ⓣ	114
单线	ujxg	★/➆/ⓦ/ⓣ	2
单腿	ujev	ⓣ	3
单膝	ujes	ⓣ	2
单色	ujqc	★/ⓦ/ⓣ	4
单节	ujab	ⓦ/ⓣ	0
单薄	ujai	★/➆/ⓣ	16
单行	ujtf	★/➆/ⓣ	3
单衣	ujye	★/➆/ⓣ	2
单被	ujpu	★	0
单裤	ujpu	★/ⓣ	0
单证	ujyg	ⓣ	1
单词	ujyn	★/➆/ⓦ/ⓣ	21
单说	ujyu	★/ⓣ	1
单调	ujym	★/➆/ⓦ/ⓣ	23
单质	ujrf	➆/ⓦ/ⓣ	0
单足	ujkh	ⓣ	1
单身	ujtm	★/➆/ⓦ/ⓣ	50
单车	ujlg	★/➆/ⓦ/ⓣ	8
单轨	ujlv	★/➆/ⓦ/ⓣ	0
单边	ujlp	★/➆/ⓣ	13
单过	ujfp	★/➆/ⓣ	0
单键	ujqv	➆/ⓦ/ⓣ	0
单间	ujuj	★/➆/ⓣ	3
单靠	ujtf	ⓣ	1
单鞋	ujaf	★/ⓣ	0
单项	ujad	★/➆/ⓣ	14
单飞	ujnu	ⓣ	1
卖主	fnyg	★/➆/ⓣ	1
卖乖	fntf	★/➆/ⓣ	0
卖价	fnww	★/ⓣ	0
卖俏	fnwi	★/➆/ⓣ	0
卖光	fniq	ⓣ	0
卖出	fnbm	ⓣ	11
卖到	fngc	ⓣ	3
卖力	fnlt	★/➆/ⓣ	8
卖功	fnal	➆/ⓣ	0
卖劲	fnca	★/➆/ⓣ	0
卖单	fnuj	➆/ⓣ	0
卖去	fnfc	ⓣ	0
卖友	fndc	➆/ⓣ	0
卖呆	fnks	➆/ⓣ	0
卖命	fnwg	★/➆/ⓦ/ⓣ	2
卖唱	fnkj	★/➆/ⓣ	8
卖嘴	fnkh	★/➆/ⓣ	0
卖国	fnlg	★/➆/ⓦ/ⓣ	3
卖场	fnfn	★/➆/ⓦ/ⓣ	0
卖好	fnvb	★/➆/ⓣ	0
卖完	fnpf	ⓣ	0
卖官	fnpn	➆/ⓦ/ⓣ	0
卖家	fnpe	➆/ⓣ	19
卖底	fnyq	➆/ⓣ	0
卖座	fnyw	★/➆/ⓣ	1
卖弄	fnga	★/➆/ⓣ	4
卖房	fnyn	ⓣ	0
卖掉	fnrh	ⓣ	22
卖断	fnon	ⓣ	0
卖方	fnyy	★/ⓣ	1
卖春	fndw	➆/ⓦ/ⓣ	0
卖淫	fnie	★/➆/ⓦ/ⓣ	2
卖点	fnhk	★/➆/ⓣ	3
卖相	fnsh	➆/ⓦ/ⓣ	0
卖票	fnsf	ⓣ	1
卖笑	fntt	★/➆/ⓣ	0
卖给	fnxw	ⓣ	5
卖老	fnft	★/➆/ⓣ	0
卖艺	fnan	★/➆/ⓣ	2
卖花	fnaw	ⓣ	1
卖菜	fnae	ⓣ	0
卖解	fnqe	➆/ⓣ	0
卖货	fnwx	ⓣ	1
卖身	fntm	★/➆/ⓣ	1
卖车	fnlg	ⓦ/ⓣ	0
卖钱	fnqg	★/ⓣ	0
南一	fmgg	ⓣ	0
南下	fmgh	★/➆/ⓦ/ⓣ	18
南丹	fmmy	ⓦ/ⓣ	2
南乐	fmqi	➆/ⓦ/ⓣ	0
南亚	fmgo	★/➆/ⓦ/ⓣ	20
南京	fmyi	★/ⓦ/ⓣ	173
南人	fmww	ⓦ/ⓣ	6
南侧	fmwm	ⓣ	7
南充	fmyc	ⓦ/ⓣ	1
南北	fmux	★/➆/ⓣ	52
南区	fmaq	ⓦ/ⓣ	3
南华	fmwx	ⓦ/ⓣ	8
南向	fmtm	ⓦ/ⓣ	1
南味	fmkf	➆/ⓣ	0
南园	fmlf	ⓦ/ⓣ	0
南国	fmlg	★/➆/ⓦ/ⓣ	8
南坡	fmfh	ⓣ	0
南城	fmfd	ⓦ/ⓣ	9
南墙	fmff	ⓦ/ⓣ	0
南大	fmdd	ⓦ/ⓣ	0
南头	fmud	★/ⓦ/ⓣ	3
南宁	fmps	★/ⓦ/ⓣ	24
南宋	fmps	★/➆/ⓦ/ⓣ	26
南宗	fmpf	ⓦ/ⓣ	14
南宫	fmpk	➆/ⓦ/ⓣ	3
南家	fmpe	ⓣ	0
南山	fmmm	ⓦ/ⓣ	17
南岗	fmmm	ⓦ/ⓣ	6
南岭	fmmw	ⓦ/ⓣ	1
南岸	fmmd	ⓦ/ⓣ	5
南州	fmyt	ⓦ/ⓣ	1
南巡	fmvp	ⓦ/ⓣ	4
南市	fmym	ⓦ/ⓣ	3
南库	fmyl	ⓦ/ⓣ	1
南康	fmyv	ⓦ/ⓣ	3
南开	fmga	ⓦ/ⓣ	17
南式	fmaa	★/➆	0
南归	fmjv	ⓣ	1
南征	fmtg	ⓦ/ⓣ	6
南戏	fmca	★/➆/ⓦ/ⓣ	0
南房	fmyn	★/ⓦ/ⓣ	0
南拳	fmud	★/ⓦ/ⓣ	0
南斗	fmuf	➆/ⓦ/ⓣ	0
南方	fmyy	★/➆/ⓦ/ⓣ	181
南无	fmfq	➆/ⓦ/ⓣ	0
南昌	fmjj	★/ⓦ/ⓣ	51
南明	fmje	➆/ⓦ/ⓣ	6
南曲	fmma	➆/ⓦ/ⓣ	0
南朝	fmfj	★/➆/ⓦ/ⓣ	1
南极	fmse	★/➆/ⓦ/ⓣ	24
南柯	fmss	ⓣ	1
南楼	fmso	ⓦ/ⓣ	1
南欧	fmaq	★/➆/ⓦ/ⓣ	0
南江	fmia	ⓦ/ⓣ	0
南沙	fmii	ⓦ/ⓣ	5
南洋	fmiu	★/➆/ⓦ/ⓣ	18
南海	fmit	★/ⓦ/ⓣ	54
南渡	fmiy	ⓦ/ⓣ	2
南湖	fmid	ⓦ/ⓣ	6
南瓜	fmrc	★/➆/ⓦ/ⓣ	7
南疆	fmxf	ⓦ/ⓣ	7
南站	fmuh	ⓦ/ⓣ	4
南端	fmum	ⓦ/ⓣ	5
南竹	fmtt	➆/ⓣ	0
南管	fmtp	➆/ⓦ/ⓣ	0
南粤	fmtl	ⓦ/ⓣ	3
南糖	fmoy	➆/ⓣ	0
南约	fmxq	ⓣ	0
南纬	fmxf	★/➆/ⓦ/ⓣ	1
南缘	fmxx	ⓣ	0
南美	fmug	ⓦ/ⓣ	8
南胡	fmde	➆/ⓦ/ⓣ	0
南街	fmtf	ⓦ/ⓣ	5
南货	fmwx	★/➆/ⓣ	1
南路	fmkh	ⓣ	8
南边	fmlp	★/➆/ⓣ	5
南迁	fmtf	ⓣ	2
南通	fmce	ⓦ/ⓣ	6
南部	fmuk	★/ⓦ/ⓣ	33
南郭	fmyb	➆/ⓦ/ⓣ	0
南都	fmft	ⓦ/ⓣ	5
南针	fmqf	➆/ⓣ	0
南钢	fmqm	ⓦ/ⓣ	17
南门	fmuy	➆/ⓦ/ⓣ	10
南阳	fmbj	ⓦ/ⓣ	28
南院	fmbp	ⓦ/ⓣ	1
南非	fmdj	★/➆/ⓦ/ⓣ	78
南面	fmdm	★/➆/ⓦ/ⓣ	6
南音	fmuj	★/➆/ⓦ/ⓣ	0
南飞	fmnu	ⓣ	1
南麓	fmss	★/ⓣ	0
南齐	fmyj	➆/ⓦ/ⓣ	1
博主	fgyg	➆/ⓦ/ⓣ	2
博取	fgbc	★/➆/ⓣ	5
博古	fgdg	➆/ⓦ/ⓣ	2
博士	fgfg	★/➆/ⓦ/ⓣ	156
博大	fgdd	➆/ⓦ/ⓣ	13
博学	fgip	★/➆/ⓣ	11
博客	fgpt	➆/ⓦ/ⓣ	25
博导	fgnf	★/➆/ⓦ/ⓣ	3
博尔	fgqi	ⓦ/ⓣ	2
博弈	fgyo	➆/ⓦ/ⓣ	102
博引	fgxh	★/➆/ⓣ	0
博彩	fges	★/➆/ⓦ/ⓣ	0
博得	fgtj	★/➆/ⓦ/ⓣ	6
博文	fgyy	➆/ⓦ/ⓣ	2
博来	fggo	ⓣ	0
博格	fgst	ⓦ/ⓣ	0
博比	fgxx	ⓣ	1
博洽	fgiw	➆/ⓣ	0
博爱	fgep	★/➆/ⓦ/ⓣ	3
博物	fgtr	★/➆/ⓦ/ⓣ	2
博美	fgug	ⓦ/ⓣ	3
博览	fgjt	★/➆/ⓣ	5
博识	fgyk	★/➆/ⓣ	0
博采	fges/fses	ⓣ	1
博里	fgjf	ⓣ	0
博闻	fgub	ⓣ	1
博雅	fgah	★/➆/ⓦ/ⓣ	0
博鳌	fggq/fsgq	ⓦ/ⓣ	2
卜卦	hhff	★/ⓦ/ⓣ	1
卜居	hhnd	★/➆/ⓦ/ⓣ	0
卜筮	hhta	★/➆/ⓦ/ⓣ	0
卜课	hhyj	➆/ⓣ	0
卜辞	hhtd	★/➆/ⓦ/ⓣ	1
卞兰	yhuf	ⓦ/ⓣ	1
卟吩	khkw	➆/ⓦ/ⓣ	0
卟啉	khks	➆/ⓦ/ⓣ	0
占优	hkwd	➆	3
占位	hkwu	ⓦ/ⓣ	1
占住	hkwy	ⓣ	1
占先	hktf	★/➆/ⓣ	13
占全	hkwg	ⓣ	1
占到	hkgc	ⓣ	5
占卜	hkhh	★/➆/ⓦ/ⓣ	3
占卦	hkff	★/➆/ⓦ/ⓣ	0
占去	hkfc	ⓣ	2
占地	hkfb	★/ⓣ	19
占尽	hkny	ⓣ	2
占山	hkmm	ⓦ/ⓣ	1
占据	hkrn	★/➆/ⓣ	106
占星	hkjt	➆/ⓦ/ⓣ	0
占有	hkde	★/➆/ⓦ/ⓣ	178
占梦	hkss	➆/ⓦ/ⓣ	0
占款	hkff	ⓣ	0
占比	hkxx	➆/ⓣ	0
占满	hkia	ⓣ	1
占理	hkgj	★/ⓣ	0
占用	hket	★/➆/ⓣ	43
占线	hkxg	★/➆/ⓣ	0
占课	hkyj	➆/ⓣ	0
占领	hkwy	★/➆/ⓦ/ⓣ	47
卡上	hhhh	ⓣ	3
卡住	hhwy	ⓣ	8
卡佛	hhwx	ⓣ	1
卡其	hhad	★/➆/ⓦ	2
卡具	hhhw	➆/ⓣ	0
卡内	hhmw	ⓦ/ⓣ	2
卡券	hhud	ⓣ	7
卡卡	hhhh	ⓦ/ⓣ	8
卡口	hhkk	★/ⓣ	2
卡号	hhkg	ⓣ	0
卡司	hhng	ⓣ	2
卡塞	hhpf	ⓣ	0
卡壳	hhfp	★/➆/ⓣ	1
卡夫	hhfw	ⓦ/ⓣ	1
卡子	hhbb	★/➆/ⓣ	0
卡尔	hhqi	ⓦ/ⓣ	27
卡尺	hhny	★/➆/ⓦ/ⓣ	0
卡巴	hhcn	ⓦ/ⓣ	0
卡带	hhgk	➆/ⓦ/ⓣ	3
卡当	hhiv	ⓦ/ⓣ	22
卡扣	hhrk	ⓣ	0
卡拉	hhru	ⓦ/ⓣ	6
卡片	hhth	★/➆/ⓦ/ⓣ	14
卡特	hhtr	ⓦ/ⓣ	1
卡班	hhgy	ⓣ	2
卡瓦	hhgn	ⓦ/ⓣ	0
卡纳	hhxm	ⓦ/ⓣ	1
卡纸	hhxq	ⓦ/ⓣ	0
卡罗	hhlq	ⓦ/ⓣ	0
卡规	hhfw	➆/ⓣ	0
卡车	hhlg	★/➆/ⓦ/ⓣ	23
卡通	hhce	★/➆/ⓦ/ⓣ	24
卡里	hhjf	ⓦ/ⓣ	9
卡钳	hhqa	➆/ⓦ/ⓣ	0
卡门	hhuy	ⓦ/ⓣ	6
卡马	hhcn	ⓦ/ⓣ	0
卢卡	hnhh	ⓦ/ⓣ	0
卢布	hndm	➆/ⓦ/ⓣ	2
卢拉	hnru	ⓦ/ⓣ	1
卢某	hnaf	ⓣ	0
卢梭	hnsc	ⓦ/ⓣ	1
卢比	hnxx	➆/ⓦ/ⓣ	9
卢汉	hnic	ⓦ/ⓣ	19
卢龙	hndx	ⓦ/ⓣ	1
卤制	hlrm	➆/ⓦ/ⓣ	0
卤味	hlkf	★/➆/ⓦ/ⓣ	0
卤子	hlbb	ⓣ	0
卤水	hlii	★/➆/ⓦ/ⓣ	1
卤素	hlgx	★/➆/ⓦ/ⓣ	0
卤肉	hlmw	★/ⓦ/ⓣ	0
卤菜	hlae	★/➆/ⓦ/ⓣ	1
卤虾	hljg	➆/ⓣ	0
卤鸡	hlcq	★/ⓣ	0
卦象	ffqj	➆/ⓣ	0
卦辞	fftd	➆/ⓣ	0
卧于	ahgf	ⓣ	2
卧佛	ahwx	★/ⓦ/ⓣ	0
卧倒	ahwg	ⓣ	5
卧具	ahhw	★/➆/ⓣ	0
卧室	ahpg	★/➆/ⓦ/ⓣ	79
卧床	ahys	★/➆/ⓣ	8
卧底	ahyq	★/➆/ⓦ/ⓣ	5
卧房	ahyn	★/➆/ⓦ/ⓣ	12
卧榻	ahsj	➆/ⓣ	0
卧槽	ahsg	ⓦ/ⓣ	0
卧病	ahug	★/➆/ⓣ	4
卧蚕	ahgd	ⓦ/ⓣ	1
卧谈	ahyo	ⓣ	0
卧车	ahlg	★/➆/ⓦ/ⓣ	0
卧轨	ahlv	★/➆/ⓣ	0
卧铺	ahqg	★/➆/ⓦ/ⓣ	13
卧龙	ahdx	ⓦ/ⓣ	7
卫兵	bgrg	★/➆/ⓦ/ⓣ	2
卫冕	bgjq	★/➆/ⓣ	19
卫军	bgpl	ⓦ/ⓣ	1
卫哲	bgrr	ⓣ	2
卫国	bglg	★/ⓦ/ⓣ	6
卫士	bgfg	★/➆/ⓦ/ⓣ	5
卫平	bggu	ⓦ/ⓣ	1
卫戍	bgdy	★/➆/ⓦ/ⓣ	4
卫护	bgry	★/➆/ⓣ	0
卫报	bgrb	ⓦ/ⓣ	1
卫星	bgjt	★/➆/ⓦ/ⓣ	95
卫校	bgsu	ⓦ/ⓣ	1
卫浴	bgiw	➆/ⓣ	0
卫生	bgtg	★/➆/ⓦ/ⓣ	321
卫衣	bgye	ⓦ/ⓣ	0
卫视	bgpy	★/➆/ⓦ/ⓣ	32
卫辉	bgiq	ⓦ/ⓣ	1
卫道	bgut	★/➆/ⓦ/ⓣ	1
卫队	bgbw	★/➆/ⓣ	10
卯时	qtjf	➆/ⓦ/ⓣ	0
卯榫	qtsw	★/➆/ⓦ/ⓣ	0
卯眼	qthv	➆/ⓦ/ⓣ	0
印书	qgnn	ⓣ	2
印信	qgwy	★/➆/ⓦ/ⓣ	0
印儿	qgqt	★/ⓣ	0
印出	qgbm	ⓣ	1
印制	qgrm	★/➆/ⓦ/ⓣ	18
印刷	qgnm	★/➆/ⓦ/ⓣ	30
印刻	qgyn	★/ⓣ	0
印发	qgnt	★/➆/ⓣ	104
印台	qgck	➆/ⓦ/ⓣ	0
印在	qgdh	ⓣ	1
印堂	qgip	★/➆/ⓦ/ⓣ	0
印子	qgbb	★/➆/ⓣ	1
印尼	qgnx	★/ⓦ/ⓣ	7
印巴	qgcn	ⓣ	0
印度	qgya	★/ⓦ/ⓣ	167
印张	qgxt	★/➆/ⓣ	0
印数	qgov	★/ⓣ	1
印本	qgsg	★/➆/ⓣ	3
印染	qgiv	★/➆/ⓦ/ⓣ	3
印次	qguq	➆/ⓣ	0
印油	qgim	★/➆/ⓣ	0
印泥	qgin	★/➆/ⓦ/ⓣ	0
印版	qgth	ⓣ	0
印玺	qgqi	★/➆/ⓦ/ⓣ	0
印痕	qguv	★/➆/ⓣ	8
印着	qgud	ⓣ	2
印章	qguj	★/➆/ⓦ/ⓣ	11
印纽	qgxn	➆/ⓣ	0
印绶	qgxe	➆/ⓦ/ⓣ	1
印色	qgqc	★/➆/ⓣ	0
印花	qgaw	★/➆/ⓦ/ⓣ	5
印行	qgtf	★/➆/ⓣ	3
印记	qgyn	★/➆/ⓦ/ⓣ	27
印证	qgyg	★/➆/ⓣ	29
印谱	qgyu	➆/ⓦ/ⓣ	0
印象	qgqj	★/➆/ⓦ/ⓣ	213
印迹	qgyo	➆/ⓣ	8
印鉴	qgjt	★/➆/ⓦ/ⓣ	0
印钞	qgqi	ⓣ	1
危亡	qdyn	★/➆/ⓣ	6
危及	qdey	★/➆/ⓣ	23
危坐	qdww	★/➆/ⓣ	0
危城	qdfd	★/➆/ⓦ/ⓣ	0
危境	qdfu	ⓣ	1
危害	qdpd	★/➆/ⓦ/ⓣ	110
危局	qdnn	★/➆/ⓣ	3
危急	qdqv	★/➆/ⓣ	15
危情	qdng	★/ⓦ/ⓣ	0
危惧	qdnh	➆/ⓣ	0
危房	qdyn	★/➆/ⓦ/ⓣ	12
危改	qdnt	➆/ⓣ	0
危机	qdsm	★/➆/ⓦ/ⓣ	544
危楼	qdso	★/➆/ⓦ/ⓣ	0
危殆	qdgq	➆/ⓣ	1
危浅	qdig	➆/ⓣ	0
危笃	qdtc	➆/ⓣ	0
危言	qdyy	★/ⓣ	0
危重	qdtg	★/➆/ⓣ	2
危险	qdbw	★/➆/ⓦ/ⓣ	258
危难	qdcw	★/➆/ⓣ	9
即事	vcgk	➆/ⓣ	0
即令	vcwy	★/➆/ⓣ	0
即以	vcny	ⓣ	4
即位	vcwu	★/➆/ⓦ/ⓣ	9
即使	vcwg	★/➆/ⓣ	360
即便	vcwg	★/➆/ⓣ	155
即兴	vciw	★/➆/ⓦ/ⓣ	9
即刻	vcyn	★/➆/ⓦ/ⓣ	16
即可	vcsk	★/ⓣ	93
即墨	vclf	ⓦ/ⓣ	0
即如	vcvk	★/ⓣ	0
即将	vcuq	★/➆/ⓣ	164
即席	vcya	★/➆/ⓣ	1
即或	vcak	★/➆/ⓣ	0
即日	vcjj	★/➆/ⓣ	3
即时	vcjf	★/➆/ⓦ/ⓣ	35
即是	vcjg	ⓣ	12
即景	vcjy	➆/ⓣ	1
即用	vcet	ⓣ	0
即若	vcad	➆/ⓣ	0
即食	vcwy	★/➆/ⓣ	0
却是	fcjg	ⓣ	133
却步	fchi	★/➆/ⓣ	1
却病	fcug	➆/ⓣ	0
却说	fcyu	★/➆/ⓣ	27
却道	fcut	ⓣ	0
卵块	qyfn	➆/ⓣ	0
卵子	qybb	★/➆/ⓦ/ⓣ	0
卵巢	qyvj	★/➆/ⓦ/ⓣ	2
卵泡	qyiq	➆/ⓦ/ⓣ	0
卵生	qytg	★/➆/ⓦ/ⓣ	11
卵白	qyrr	➆/ⓦ/ⓣ	0
卵石	qydg	★/➆/ⓦ/ⓣ	1
卵翼	qynl	★/➆/ⓣ	0
卵黄	qyam	➆/ⓦ/ⓣ	0
卷上	udhh	ⓣ	2
卷儿	udqt	ⓣ	1
卷入	udty	★/ⓣ	21
卷到	udgc	ⓣ	1
卷发	udnt	★/ⓣ	10
卷子	udbb	★/➆/ⓣ	11
卷宗	udpf	★/➆/ⓣ	15
卷尺	udny	★/➆/ⓦ/ⓣ	2
卷帙	udmh	➆/ⓣ	2
卷曲	udma	★/➆/ⓣ	7
卷材	udsf	ⓣ	26
卷次	uduq	➆/ⓣ	0
卷款	udff	➆/ⓣ	0
卷烟	udol	★/➆/ⓦ/ⓣ	32
卷积	udtk	ⓦ/ⓣ	1
卷筒	udtm	ⓦ/ⓣ	1
卷纸	udxq	ⓦ/ⓣ	2
卷舌	udtd	ⓦ/ⓣ	0
卷起	udfh	ⓣ	8
卷轴	udlm	★/➆/ⓦ/ⓣ	6
卷进	udfj	ⓣ	4
卷逃	udiq	★/➆/ⓣ	0
卷须	uded	★/➆/ⓦ/ⓣ	0
卷饼	udqn	ⓦ/ⓣ	0
卷首	udut	ⓣ	1
卸下	rhgh	ⓣ	13
卸任	rhwt	★/➆/ⓣ	4
卸妆	rhuv	★/➆/ⓣ	1
卸掉	rhrh	ⓣ	2
卸甲	rhlh	ⓣ	1
卸职	rhbk	★/➆/ⓣ	0
卸肩	rhyn	➆/ⓣ	0
卸装	rhuf	★/➆/ⓣ	0
卸责	rhgm	★/➆/ⓦ/ⓣ	0
卸货	rhwx	★/➆/ⓣ	3
卸车	rhlg	★/➆/ⓣ	1
卸载	rhfa	★/➆/ⓣ	10
卸除	rhbw	★/ⓣ	0
卿相	qtsh	ⓣ	3
厂价	dgww	➆/ⓣ	0
厂休	dgws	➆	0
厂公	dgwc	ⓣ	2
厂务	dgtl	ⓣ	1
厂区	dgaq	★/➆/ⓣ	0
厂名	dgqk	ⓣ	1
厂商	dgum	★/➆/ⓦ/ⓣ	20
厂址	dgfh	★/ⓣ	2
厂子	dgbb	★/➆/ⓦ/ⓣ	11
厂家	dgpe	★/➆/ⓦ/ⓣ	13
厂房	dgyn	★/➆/ⓣ	19
厂方	dgyy	★/ⓣ	0
厂桥	dgst	ⓣ	1
厂牌	dgth	ⓦ/ⓣ	0
厂甸	dgql	ⓦ/ⓣ	1
厂矿	dgdy	★/➆/ⓣ	4
厂纪	dgxn	★/➆	0
厂规	dgfw	★/➆/ⓣ	0
厂部	dguk	ⓦ/ⓣ	3
厂里	dgjf	ⓣ	5
厂长	dgta	ⓣ	17
厂龄	dghw	➆/ⓣ	0
厄境	dbfu	➆/ⓣ	0
厄运	dbfc	★/➆/ⓣ	8
厄难	dbcw	★/➆/ⓣ	0
厅堂	dsip	★/➆/ⓣ	6
厅房	dsyn	➆/ⓣ	2
厅级	dsxe	ⓣ	7
厅里	dsjf	ⓣ	3
厅长	dsta	ⓦ/ⓣ	67
历世	dlan	★/➆/ⓣ	0
历久	dlqy	★/➆/ⓣ	6
历书	dlnn	★/➆/ⓦ/ⓣ	1
历代	dlwa	★/➆/ⓣ	55
历任	dlwt	★/➆/ⓣ	10
历劫	dlfc	ⓣ	1
历历	dldl	➆/ⓣ	4
历史	dlkq	★/➆/ⓦ/ⓣ	1697
历城	dlfd	ⓦ/ⓣ	1
历尽	dlny	★/➆/ⓣ	11
历届	dlnm	★/➆/ⓣ	20
历年	dlrh	★/➆/ⓦ/ⓣ	13
历数	dlov	★/➆/ⓣ	1
历时	dljf	★/➆/ⓦ/ⓣ	18
历朝	dlfj	★/➆/ⓣ	8
历来	dlgo	★/➆/ⓣ	32
历次	dluq	★/➆/ⓣ	6
历法	dlif	★/➆/ⓦ/ⓣ	5
历程	dltk	★/➆/ⓣ	129
历练	dlxa	★/➆/ⓣ	9
历经	dlxc	★/➆/ⓣ	66
历陈	dlba	➆	0
历险	dlbw	★/➆/ⓣ	6
厉声	ddfn/dgfn	★/➆/ⓣ	15
厉害	ddpd	★/➆/ⓣ	99
厉色	ddqc	★/➆/ⓣ	3
厉行	ddtf	★/➆/ⓣ	3
厉鬼	ddrq	★/➆/ⓦ/ⓣ	2
压下	dfgh	ⓣ	1
压产	dfut	★/➆/ⓣ	0
压价	dfww	★/➆/ⓣ	0
压低	dfwq	➆/ⓣ	24
压住	dfwy	ⓣ	5
压倒	dfwg	★/➆/ⓣ	14
压减	dfud	ⓣ	8
压分	dfwv	ⓣ	0
压到	dfgc	ⓣ	2
压制	dfrm	★/➆/ⓣ	33
压力	dflt	★/➆/ⓦ/ⓣ	448
压印	dfqg	ⓣ	2
压卷	dfud	➆/ⓣ	0
压台	dfck	★/➆/ⓣ	0
压在	dfdh	ⓣ	3
压场	dffn	★/➆/ⓣ	0
压垮	dffd	★/ⓣ	1
压境	dffu	★/➆/ⓣ	1
压宝	dfpg	➆/ⓣ	0
压实	dfpu	ⓦ/ⓣ	0
压差	dfud	ⓣ	0
压库	dfyl	★/➆/ⓣ	0
压延	dfth	★/ⓦ/ⓣ	0
压弯	dfyo	ⓣ	1
压强	dfxk	➆/ⓦ/ⓣ	5
压得	dftj	ⓣ	1
压惊	dfny	★/➆/ⓣ	2
压扁	dfyn	ⓣ	3
压抑	dfrq	★/➆/ⓦ/ⓣ	44
压断	dfon	ⓣ	1
压服	dfeb	★/➆/ⓣ	1
压杆	dfsf	ⓣ	0
压条	dfts	➆/ⓣ	1
压板	dfsr	➆/ⓣ	11
压根	dfsv	ⓣ	11
压榨	dfsp	★/➆/ⓦ/ⓣ	4
压死	dfgq	ⓣ	2
压气	dfrn	★/➆/ⓣ	0
压水	dfii	ⓣ	1
压法	dfif	ⓣ	1
压港	dfia	★/➆/ⓣ	0
压痛	dfuc	➆/ⓣ	0
压着	dfud	ⓣ	1
压碎	dfdy	ⓣ	8
压秤	dftg	➆/ⓣ	0
压紧	dfjc	ⓣ	1
压级	dfxe	★/ⓣ	0
压缩	dfxp	★/➆/ⓦ/ⓣ	45
压腿	dfev	★/ⓣ	1
压船	dfte	➆/ⓣ	0
压货	dfwx	➆/ⓣ	0
压身	dftm	ⓣ	0
压车	dflg	★/➆/ⓣ	0
压轴	dflm	★/➆/ⓦ/ⓣ	1
压过	dffp	ⓣ	1
压迫	dfrp	★/➆/ⓣ	48
压锭	dfqp	➆/ⓣ	0
压队	dfbw	➆/ⓣ	0
压阵	dfbl	★/➆/ⓣ	1
压顶	dfsd	★/➆/ⓣ	0
压题	dfjg	➆/ⓣ	0
厌世	ddan	★/➆/ⓦ/ⓣ	2
厌倦	ddwu	★/➆/ⓣ	18
厌学	ddip	★/➆/ⓣ	1
厌弃	ddyc	★/➆/ⓣ	3
厌恨	ddnv	★/➆/ⓣ	0
厌恶	ddgo	★/➆/ⓦ/ⓣ	43
厌战	ddhk	★/➆/ⓣ	2
厌烦	ddod	★/➆/ⓦ/ⓣ	8
厌食	ddwy	★/➆/ⓦ/ⓣ	2
厕所	dmrn	★/➆/ⓦ/ⓣ	92
厕足	dmkh	➆/ⓣ	0
厕身	dmtm	➆/ⓣ	0
厘定	djpg	➆/ⓣ	4
厘正	djgh	➆/ⓣ	0
厘清	djig	➆/ⓣ	4
厘米	djoy	★/➆/ⓦ/ⓣ	138
厚利	djtj	★/➆/ⓣ	0
厚厚	djdj	ⓣ	2
厚土	djff	ⓣ	1
厚实	djpu	★/➆/ⓣ	16
厚度	djya	★/➆/ⓣ	72
厚待	djtf	★/➆/ⓣ	0
厚德	djtf	➆/ⓦ/ⓣ	0
厚恩	djld	ⓣ	1
厚意	djuj	★/➆/ⓣ	2
厚望	djyn	★/➆/ⓣ	7
厚朴	djsh	ⓦ/ⓣ	1
厚爱	djep	★/➆/ⓣ	3
厚礼	djpy	★/➆/ⓣ	1
厚禄	djpy	★/ⓣ	0
厚葬	djag	★/➆/ⓣ	2
厚薄	djai	★/➆/ⓣ	3
厚谊	djyp	★/➆/ⓣ	0
厚遇	djjm	➆/ⓣ	0
厚道	djut	★/➆/ⓣ	12
厚重	djtg	★/➆/ⓣ	42
厚颜	djut	➆/ⓣ	0
原为	dryl	ⓣ	4
原主	dryg	★/➆/ⓣ	8
原义	dryq	ⓣ	1
原人	drww	➆/ⓦ/ⓣ	0
原件	drwr	★/➆/ⓣ	5
原价	drww	★/➆/ⓣ	1
原任	drwt	★/ⓣ	0
原位	drwu	ⓦ/ⓣ	19
原作	drwt	★/➆/ⓦ/ⓣ	8
原值	drwf	★/ⓣ	0
原先	drtf	★/➆/ⓣ	43
原则	drmj	★/➆/ⓦ/ⓣ	625
原创	drwb	★/➆/ⓦ/ⓣ	47
原初	drpu	➆/ⓣ	11
原判	drud	★/ⓣ	4
原厂	drdg	ⓣ	1
原发	drnt	ⓣ	0
原句	drqk	ⓣ	0
原名	drqk	★/ⓦ/ⓣ	19
原告	drtf	★/➆/ⓦ/ⓣ	15
原味	drkf	ⓣ	0
原唱	drkj	★/➆/ⓣ	0
原因	drld	★/➆/ⓦ/ⓣ	753
原在	drdh	ⓣ	1
原地	drfb	★/ⓣ	48
原址	drfh	★/➆/ⓣ	3
原型	drga	★/➆/ⓦ/ⓣ	26
原始	drvc	★/➆/ⓣ	173
原委	drtv	★/➆/ⓣ	5
原子	drbb	★/➆/ⓦ/ⓣ	34
原定	drpg	★/ⓣ	18
原审	drpj	★/➆/ⓣ	0
原宥	drpd	★/➆/ⓣ	0
原封	drff	★/➆/ⓣ	0
原山	drmm	ⓣ	1
原帖	drmh	ⓣ	1
原形	drga	★/➆/ⓣ	8
